date	watout.dat	watout_1.dat
1991-10-28	5.42E-01	1.02E+00
1991-10-29	5.48E-01	8.92E+00
1991-10-30	4.44E-01	4.52E+00
1991-10-31	4.01E-01	1.52E+00
1991-11-01	1.24E+01	3.92E+01
1991-11-02	1.20E+00	2.77E+00
1991-11-03	6.65E-01	1.89E+00
1991-11-04	5.51E-01	3.30E+00
1991-11-05	4.82E-01	8.19E+00
1991-11-06	4.64E-01	3.38E+00
1991-11-07	3.63E-01	6.55E+00
1991-11-08	3.39E-01	1.11E+00
1991-11-09	3.49E-01	5.93E+00
1991-11-10	2.76E-01	7.87E+00
1991-11-11	2.58E-01	2.32E+00
1991-11-12	2.36E-01	1.60E+00
1991-11-13	2.09E-01	3.42E+00
1991-11-14	1.99E-01	4.50E+00
1991-11-15	5.60E-01	5.67E-01
1991-11-16	3.61E-01	5.58E+00
1991-11-17	3.13E-01	8.20E+00
1991-11-18	2.51E-01	5.98E+00
1991-11-19	2.90E-01	4.51E+00
1991-11-20	1.97E+01	1.88E+01
1991-11-21	1.58E+00	1.94E+00
1991-11-22	7.20E-01	1.06E+01
1991-11-23	5.56E-01	1.06E+01
1991-11-24	6.01E+01	8.78E+01
1991-11-25	3.97E+00	2.47E+01
1991-11-26	1.61E+00	1.80E+01
1991-11-27	5.11E+00	2.10E+01
1991-11-28	7.98E+00	1.16E+01
1991-11-29	2.35E+00	1.71E+01
1991-11-30	1.70E+00	1.22E+01
1991-12-01	1.32E+00	5.81E+00
1991-12-02	1.26E+00	1.15E+01
1991-12-03	1.05E+00	3.08E+00
1991-12-04	9.73E-01	1.25E+01
1991-12-05	8.87E-01	3.77E+00
1991-12-06	6.76E-01	4.11E+00
1991-12-07	2.90E+01	3.93E+01
1991-12-08	2.63E+01	7.77E+01
1991-12-09	3.30E+00	8.66E+00
1991-12-10	2.05E+00	6.82E+00
1991-12-11	1.73E+00	8.80E+00
1991-12-12	1.53E+00	1.43E+01
1991-12-13	1.57E+00	6.39E+00
1991-12-14	2.35E+01	2.90E+01
1991-12-15	2.72E+00	5.81E+00
1991-12-16	4.27E+00	1.19E+01
1991-12-17	1.98E+01	2.44E+01
1991-12-18	3.70E+00	1.37E+01
1991-12-19	2.48E+00	1.02E+01
1991-12-20	2.47E+00	1.86E+01
1991-12-21	1.98E+00	4.65E+00
1991-12-22	1.81E+00	4.34E+00
1991-12-23	2.83E+00	3.34E+00
1991-12-24	1.81E+00	9.19E+00
1991-12-25	4.24E+01	3.60E+01
1991-12-26	4.27E+00	4.02E+00
1991-12-27	2.88E+00	1.35E+01
1991-12-28	2.32E+00	3.48E+00
1991-12-29	1.39E+01	1.59E+01
1991-12-30	3.16E+01	3.90E+01
1991-12-31	4.87E+00	1.70E+01
1992-01-01	3.39E+00	2.12E+01
1992-01-02	2.92E+00	1.97E+01
1992-01-03	1.91E+01	4.13E+01
1992-01-04	3.35E+01	3.89E+01
1992-01-05	5.71E+00	2.98E+01
1992-01-06	1.02E+01	2.29E+01
1992-01-07	7.75E+00	9.98E+00
1992-01-08	5.19E+00	9.06E+00
1992-01-09	9.66E+00	4.00E+01
1992-01-10	2.22E+01	3.24E+01
1992-01-11	1.02E+02	1.20E+02
1992-01-12	8.59E+01	1.26E+02
